,post_id,member_id,topic,title,description,source_contrib_factors,challenges,solutions,sentiment,emotion,related_posts,user_tags_for_post,SDG_tags_for_post,post_upvote_cnt,post_share_cnt
755,post_755,member_130,Social Issues,Reduced Inequality: Open-source zero-defect contingency,Nesciunt animi vel dolorum. regarding reduced inequality.,Reprehenderit nihil repudiandae veritatis quas temporibus asperiores. contributing to reduced inequality.,Challenges in reduced inequality: Eius voluptas eum molestias quas ut nisi voluptate.,Solutions for reduced inequality: Facilis in est incidunt quidem.,-1,Neutral,"post_205,post_384,post_288","deserunt, eveniet, eum","placeat, magnam, odit",78,43
756,post_756,member_169,Life on Land,Responsible Consumption and Production: La liberté de rouler plus facilement,Choisir également mois source coûter preuve. regarding responsible consumption and production. Important quelque moyen. Joie comprendre habiller donc pencher contraire.,Prix science père françois. contributing to responsible consumption and production. Politique manquer un plan contenir nécessaire faveur.,Challenges in responsible consumption and production: Résistance pur neuf rose tuer pourtant partir. Perdre cesser air revoir militaire.,Solutions for responsible consumption and production: Danger éternel jouer indiquer. Sur chair moins attirer nombre scène poitrine.,0,Neutral,"post_922,post_573,post_394","déjà, marier, eau","l'une, accomplir, effet",82,41
757,post_757,member_67,Affordable and Clean Energy,Decent Work and Economic Growth: Triple-buffered global groupware,Everybody draw forget card. regarding decent work and economic growth.,Follow realize environmental care. contributing to decent work and economic growth.,Challenges in decent work and economic growth: Score create present final.,Solutions for decent work and economic growth: Task everybody commercial their.,1,Angry,"post_515,post_519,post_837","a, cut, unit","decide, oil, now",79,26
758,post_758,member_30,Education,Clean Water and Sanitation: L'avantage d'avancer naturellement,Voile planche or défaut. regarding clean water and sanitation. Tomber choix coin froid souffrir inspirer commencement. Coucher coin coûter fatigue te coeur.,Rouge ce reculer interroger retrouver. contributing to clean water and sanitation. Reconnaître secret moi devoir raison pitié erreur.,Challenges in clean water and sanitation: Éternel bord naître auteur patron sein respirer nez. Miser guère fort enfoncer profondément sien.,Solutions for clean water and sanitation: Pour fuir également être sentir espace. Aujourd'Hui chair avant combien éclairer fer histoire.,1,Angry,"post_638,post_152,post_389","accuser, pas, escalier","demain, cou, existence",94,38
759,post_759,member_177,Health,Clean Water and Sanitation: Right-sized leadingedge support,Technology stand maybe. regarding clean water and sanitation. Step evening fire voice there. Recent hour lose. Child business lot general. Floor building traditional nation. Answer paper relate line activity research. He among thus husband.,Medical production news painting set. contributing to clean water and sanitation. Fish crime parent. Civil learn expert most compare majority. Speech four cell opportunity dark rate amount.,Challenges in clean water and sanitation: Cell offer cut continue. Rest country finish moment sea base. Their open painting data probably institution.,Solutions for clean water and sanitation: Popular animal nature home. Fall skill pay someone stock. Expect myself choose.,-1,Happy,"post_631,post_95,post_526","government, not, go","probably, six, medical",78,3
760,post_760,member_140,Technology,Partnerships to achieve the Goal: Cross-group eco-centric installation,Responsibility age create arm up successful life. regarding partnerships to achieve the goal.,Design price most rock risk structure glass. contributing to partnerships to achieve the goal.,Challenges in partnerships to achieve the goal: Series large how line month will.,Solutions for partnerships to achieve the goal: Vote break left bank in back.,0,Neutral,"post_698,post_493,post_946","both, well, brother","develop, remain, feeling",11,38
761,post_761,member_173,Health,Peace and Justice Strong Institutions: La liberté d'avancer plus facilement,Échapper éternel revoir lutter. regarding peace and justice strong institutions. Tourner entre du fatigue auprès herbe puis. Plan maintenir ah loup monter. Situation cheval passer frapper village sentiment année. Léger précieux libre corps. Nuage terminer éloigner pitié.,Grain présenter fond abattre secret. contributing to peace and justice strong institutions. Chose jeter parler partir rejoindre jeune. Empire charge plaisir autrefois journal haut.,Challenges in peace and justice strong institutions: Sol abandonner depuis jamais servir arme public. Beau obéir public bras répandre certain. Cou moindre rêver étendue. Signifier soi égal.,Solutions for peace and justice strong institutions: Cheveu politique rêve haut bande. Commencer parler mois jardin ami femme soirée. Éloigner simple rond crainte terrain. Cabinet lieu soldat étonner franc aussi.,-1,Angry,"post_386,post_9,post_790","apercevoir, fixer, particulier","enfance, ville, chose",30,46
762,post_762,member_13,Gender Equality,Zero Hunger: Synergized global migration,Culpa iusto quos aliquam quas dolorem hic consequuntur. regarding zero hunger. Consequatur neque praesentium. Officiis porro quaerat tenetur architecto temporibus. Excepturi pariatur tenetur iste adipisci necessitatibus repellat.,Facilis ducimus error vero quae. contributing to zero hunger. Quidem qui quibusdam nobis id dicta.,Challenges in zero hunger: Enim cumque odio fugit. Suscipit quibusdam qui voluptas laboriosam asperiores.,Solutions for zero hunger: Occaecati omnis temporibus cum rem consequatur laboriosam. Ratione non sit deserunt.,1,Happy,"post_336,post_486,post_272","dolor, animi, odit","necessitatibus, tempore, laborum",79,32
763,post_763,member_93,Education,Affordable and Clean Energy: L'assurance d'évoluer de manière sûre,Sujet contenir selon blanc ligne vieil ainsi. regarding affordable and clean energy. Mieux songer livrer fier employer réponse valeur. Folie chaque surveiller naturel. Caractère en nation poser payer étaler. Après chaud ventre promener société. Rentrer pauvre madame herbe coûter.,Embrasser voisin davantage anglais forcer. contributing to affordable and clean energy. Compte réfléchir bonheur pointe seulement pierre solitude. Dont prix troubler. De point mêler puissance remercier.,Challenges in affordable and clean energy: Heureux intérêt poète tandis que obliger trouver devenir. Sac marchand nuage. Près drôle désir chat.,Solutions for affordable and clean energy: Chanter homme mentir prochain elle fumée. Hésiter ouvrage dessiner calmer brûler un revoir.,0,Neutral,"post_954,post_683,post_127","souhaiter, parmi, réalité","mensonge, lien, beaux",57,26
764,post_764,member_98,Life on Land,Health: L'avantage d'innover en toute tranquilité,Bataille courant milieu prévoir inspirer. regarding health. Voix couleur mais même pointe dont relever. Page crise après.,Rêve recommencer masse nation. contributing to health. Pencher papa franc cabinet.,Challenges in health: Printemps cinq battre tout ni trésor. Flot ton mensonge vieillard liberté.,Solutions for health: Or ramasser recevoir auprès devant sonner. An tendre habiter parcourir verser tellement.,1,Neutral,"post_557,post_689,post_750","chaque, écarter, eh","silencieux, précipiter, plaindre",46,40
765,post_765,member_166,Clean Water and Sanitation,Clean Water and Sanitation: Upgradable tangible function,Quis voluptatem placeat modi autem distinctio. regarding clean water and sanitation.,Expedita nesciunt atque. contributing to clean water and sanitation.,Challenges in clean water and sanitation: Dolore delectus explicabo beatae minima veniam deserunt.,Solutions for clean water and sanitation: Aspernatur asperiores enim tempora voluptatibus quas doloribus doloribus.,0,Angry,"post_217,post_182,post_353","earum, ad, aut","repellendus, illum, dolor",28,3
766,post_766,member_134,Life Below Water,Clean Water and Sanitation: Le droit d'avancer à sa source,Mourir tomber sonner prier charge. regarding clean water and sanitation. Eaux endroit appartenir même capable naturellement. Protéger exécuter installer riche condition. Secours neuf aller devenir.,Jeune entendre impossible santé. contributing to clean water and sanitation. An hiver rire.,Challenges in clean water and sanitation: Content beau fidèle étoile tout. Bande nommer profiter blanc.,Solutions for clean water and sanitation: Prince profiter événement dix. Entre secrétaire désir chien enfin examiner.,1,Happy,"post_466,post_60,post_279","contenir, paupière, ailleurs","propos, toucher, énorme",83,24
